,aff_id,aff_name,country
8210,0962A5A6,florida state university college of criminology and criminal justice,United States
8211,0970B309,towers perrin,
8212,098D9152,fortune institute of technology,Taiwan
8213,098EA9DA,indian institute of chemical biology,India
8214,099A02E5,william carey university,United States
8215,099F05EB,robinson college cambridge,United Kingdom
8216,09A6647C,pharmacia,United States
8217,09A82805,hochschule wismar,
8218,09D3A574,lim college,United States
8219,09DD2700,general mills,United States
8220,09E3B11C,indian institute of science education and research mohali,India
8221,09E6F4D3,queensland ambulance service,Australia
8222,09EACA3F,moscow state university of printing arts,Russia
8223,09EE51EA,minnesota state university moorhead,United States
8224,09EF54BB,school of medicine university of split,
8225,09F3444F,shenkar college of engineering and design,Israel
8226,09FF475E,universidad autonoma de la ciudad de mexico,Mexico
8227,0A0DBF64,tianjin urban construction institute,China
8228,0A175D98,zuma,Japan
8229,0A1B7773,northeast agricultural university,China
8230,0A1C9634,blaise pascal university,France
8231,0A1CD744,australian orangutan project,Australia
8232,0A4C6A95,university of the punjab,Pakistan
8233,0A4FD5AB,mrc human nutrition research,United Kingdom
8234,0A53DEC2,texas a m university system,United States
8235,0A6917FF,ecological society of america,United States
8236,0A7030E5,suleyman demirel university,Turkey
8237,0A94D6C7,nestle,United Kingdom
8238,0A968F8B,university of dundee,United Kingdom
8239,0A9A3A20,roquette freres,
8240,0A9AAD1D,federal university of sao carlos,
8241,0AA9E52A,lyon college,United States
8242,0AB59F62,catalan institute of nanotechnology,
8243,0ABD1512,institute for the psychological sciences,United States
8244,0ABDE779,monash university gippsland campus,Australia
8245,0AD956D2,nishogakusha university,Japan
8246,0ADDE0CE,addax petroleum,
8247,0AE810B3,university of dallas,United States
8248,0B054663,metz,France
8249,0B054BED,sari agricultural sciences and natural resources university,Iran
8250,0B13D303,e ink corporation,
8251,0B1E79A6,monterey peninsula college,United States
8252,0B437C1E,saint mary s university of minnesota,United States
8253,0B642C85,university of wisconsin stevens point,United States
8254,0B64C0CF,automobile manufacturers association,Belgium
8255,0B7B2289,university of the witwatersrand,South Africa
8256,0B82B04E,chifeng university,China
8257,0B8BCA0F,enterprise products,
8258,0B8CC95E,yonsei university,South Korea
8259,0B8DA1F0,halliburton logging services,
8260,0BA67B7F,mizoram university,India
8261,0BC56D8E,northern ireland environment agency,Ireland
8262,0BCB487A,conocophillips alaska,United States
8263,0BCE5E06,union presbyterian seminary,United States
8264,0BE6510C,idx systems,
8265,0BF27716,evonik industries,Germany
8266,0BFA8147,prudential financial,United States
8267,0BFEFE4C,department of computer science and engineering jahangirnagar university,
8268,0C277EED,yamazaki mazak corporation,
8269,0C30FADB,longy school of music of bard college,United States
8270,0C4F1460,cape coast polytechnic,
8271,0C577012,state university of novi pazar,Serbia
8272,0C57B10E,ono academic college,Israel
8273,0C58EA59,george w woodruff school of mechanical engineering,
8274,0C601A7F,slovak academy of sciences,Slovakia
8275,0D021DEB,al yarmouk university college,Iraq
8276,0D2290AB,southampton medical school,United Kingdom
8277,0D40B624,mindanao state university naawan,
8278,0DC619BE,university of natural sciences and humanities in siedlce,Poland
8279,0E86FE9A,saint james school of medicine,
8280,0EC6B8D1,harvard extension school,United States
8281,0FA6F154,adventist university of the philippines,Philippines
8282,0FADDFA2,earth economics,
8283,0FFDFB38,medical university of warsaw,Poland
8284,103446AA,polaris industries,United States
8285,10977503,international university in moscow,Russia
8286,10ED8549,north east medical college sylhet,
8287,11322530,wwf canada,Canada
8288,1135B470,university of oklahoma college of medicine,United States
8289,113B7679,wildlife preservation canada,Canada
8290,121488F2,intercall,
8291,1286A168,atwood oceanics,
8292,1325DA13,north essex partnership university nhs foundation trust,United Kingdom
8293,13729DF6,association for educational communications and technology,
8294,1407A727,maryland historical trust,United States
8295,141315C7,colaiste mhuire,
8296,15122928,elam latin american school of medicine cuba,Cuba
8297,1F9EF2F1,eta kappa nu,
8298,2623B84D,atp oil and gas,
8299,297AA5EC,electromagnetic geoservices,Norway
8300,33487C97,sias international university,China
8301,335ED749,sapienza university of rome,Italy
8302,33659AEE,business international corporation,
8303,33DD8DB7,william woods university,United States
8304,3400F78B,the riverbank,
8305,3446BF3D,seminary of the southwest,
8306,347CB47A,rs components,
8307,3494D234,systems concepts,
8308,34A0AA7A,rea magnet wire,
8309,35041B51,anaspec,
8310,358C502E,woodside petroleum,
8311,35B98F41,weingarten realty investors,
8312,35E50CC3,associated wholesalers,
8313,35F10BB9,a james clark school of engineering,
8314,364C2F3B,odum school of ecology,
8315,368B1D20,united mine workers,
8316,36D5603B,california community colleges system,United States
8317,37032D6D,first green bank,
8318,37826995,notre dame academy,United States
8319,4C6C3C53,central science laboratory,
8320,4C6C542F,nuclear institute for food and agriculture,
8321,4C7AB3C2,national council for educational technology,
8322,4C85C289,the fred hollows foundation,
8323,4C8ACA65,iesb,United States
8324,4C96D76F,nature publishing group,
8325,4C99169E,recruit,India
8326,4C9DAD95,world trade organization,Switzerland
8327,4CA65E53,turkish general command of mapping,
8328,4CB4E252,indian council of forestry research and education,India
8329,4CB97879,ministry of economy trade and industry,
8330,4CE0427F,atlantic geoscience society,
8331,4D04CA5C,qualcomm atheros,
8332,4D0888DC,european union of medical specialists,Belgium
8333,4D22CBF4,australian institute of health and welfare,Australia
8334,4D48B72D,indian grassland and fodder research institute,India
8335,4D547865,pembina institute,
8336,4D81565D,chesapeake energy,
8337,4D883CA1,pennsylvania historical and museum commission,United States
8338,4DBF05B2,swedish ministry of finance,
8339,4DD65A6F,indian ministry of labour and employment,India
8340,4DD6FB4D,palantir technologies,
8341,4DE273D0,raytheon,United States
8342,4DF8AD67,united kingdom ministry of agriculture fisheries and food,United Kingdom
8343,4E081696,prentice hall,
8344,4E0B643E,casa de las americas,
8345,4E0D33C2,interfaith youth core,
8346,4E21EE11,international seabed authority,
8347,4E253CE9,hong kong examinations and assessment authority,Hong Kong
8348,4E34634D,gulfstream aerospace,
8349,4E58337A,cambridge consultants,United Kingdom
8350,4E62FC54,federal ministry of defence germany,Germany
8351,4E6BEC73,center for responsible lending,
8352,4E745C8D,milwaukee public museum,United States
8353,4E94588C,george c marshall european center for security studies,
8354,4E968B3E,harvard innovation lab,United States
8355,4EA3E7E7,society for human resource management,United States
8356,4EB81A1F,academy of arts in tirana,Iran
8357,4ECA8ECB,algeta,
8358,4ECD58FE,greater western library alliance,United States
8359,4EDCCE49,bml munjal university,
8360,4EE4B574,international institute for sustainable development,Canada
8361,4EEDFEA8,mount sinai hospital,United States
8362,4F083F84,building design partnership,
8363,4F091AB7,helsinki regional transport authority,
8364,4F132721,center for applied genomics,
8365,4F1FD635,arizona department of education,United States
8366,4F429CA2,universities space research association,United States
8367,4F51463F,narus,
8368,4F661D2C,thailand national science and technology development agency,Thailand
8369,4F6A53B4,department of social development,
8370,4F6AC126,ministry of social development,
8371,4F6BBAE0,wildlife conservation society,United States
8372,4F86AF1F,american academy of orthopaedic surgeons,United States
8373,4FBAEC21,subaru,
8374,4FC5043C,delaware department of natural resources and environmental control,United States
8375,4FC810FC,serbian academy of sciences and arts,Serbia
8376,4FD1BC2F,juniper networks,United States
8377,4FDBDD00,center for theoretical studies university of miami,
8378,500CF9C1,walter reed army medical center,
8379,50153A5A,kentucky department of education,United States
8380,863C435D,fujitsu,Japan
8381,0004B665,suzhou university of science and technology,China
8382,0005BD26,agricultural research organization volcani center,
8383,000B9DD4,gokhale memorial girls college,
8384,001F14F0,transelectrica,Romania
8385,0024E9BC,lessius mechelen,
8386,0036969B,rinnai corporation,
8387,003DA0FF,royal economic society,United Kingdom
8388,00513D5C,seoul theological university,South Korea
8389,00625ECE,obihiro university of agriculture and veterinary medicine,Japan
8390,0069E520,college of the redwoods,United States
8391,00783204,charite,
8392,00847951,soolbridge international school of business,
8393,008CED6F,saptagiri engineering college,
8394,00B994DC,centre college,United States
8395,00C509B7,nichirei corporation,
8396,00CE52C1,yu da university,Taiwan
8397,00D703E4,harvard ukrainian research institute,United States
8398,00D9FAC5,university of maryland medical system,United States
8399,00F147E4,lees mcrae college,United States
8400,00F1EE39,telecom sudparis,
8401,00F89C76,national institute of technology rourkela,India
8402,01065F3D,miyazaki prefectural nursing university,Japan
8403,01212A5B,masters and johnson institute,
8404,0122D970,institute for social and economic change,India
8405,012A474C,american intercontinental university,United States
8406,01370496,missouri university of science and technology,United States
8407,013A938B,qinghai normal university,China
8408,013EBCDA,liquid crystal institute,
8409,014BC197,changshu institute of technology,China
8410,014F764B,naval historical foundation,
8411,01578820,manitoba agriculture food and rural initiatives,Canada
8412,01588437,university of washington bioengineering,United States
8413,017889A7,indian institute of technology madras,India
8414,0179229D,university of la reunion,
8415,0179EEF0,gjovik university college,
8416,017B65BD,magnesium elektron,
8417,01A17328,dalian university of technology,China
8418,01A3B05B,colby college,United States
8419,01A7F0B9,british rayon research association,
8420,01B34A6C,washington jefferson college,United States
8421,01CB853E,university of baltimore school of law,
8422,01E50000,fukuoka university,Japan
8423,01EF6A99,merrill lynch,
8424,01F58BF7,swiss national bank,
8425,01F6E000,catholic university of the west,France
8426,02007BC6,lubbock christian university,United States
8427,02096EE9,japan bank for international cooperation,Japan
8428,020DC006,shirley institute,
8429,021327C3,hannover medical school,Germany
8430,021CE155,bp solar,
8431,021F359C,thames water authority,
8432,0220EA39,catawba college,United States
8433,02241691,baekseok university,South Korea
8434,0228A43D,japan nuclear cycle development institute,Japan
8435,0230551A,kuwait university,Kuwait
8436,0231147F,kenya methodist university,Kenya
8437,0231D08D,northwest university,China
8438,0234D982,elemental technologies,
8439,023C0E8F,ajayi crowther university,Nigeria
8440,024D954C,san francisco county transportation authority,
8441,0256CBE0,japanese red cross hokkaido college of nursing,Japan
8442,025C0B1D,swansea university,United Kingdom
8443,026D8E43,hakim sabzevari university,Iran
8444,0282542A,central scientific instruments organisation,
8445,028389E0,language computer corporation,
8446,0288C21C,sofia university,United States
8447,029160E4,xiangnan university,China
8448,029ABBDC,kemira,Finland
8449,02AFF078,university of florence,Italy
8450,02B53542,la caixa,
8451,02BF31A6,malvern college,
8452,02CAFBCB,cireq,
8453,02CCC8F6,yunnan university of traditional chinese medicine,China
8454,02D4056D,kean university,United States
8455,02D4EDF8,imperial college london,United Kingdom
8456,02D6F711,anna university chennai regional office coimbatore,
8457,02D73D03,rbs securities,
8458,02DEBB7A,heritage institute of technology,
8459,02E340F2,great lakes environmental research laboratory,United States
8460,02E4E578,dallas baptist university,United States
8461,02EE72EF,the rogosin institute,United States
8462,030DCB7C,universidade federal do espirito santo,
8463,03102566,maeda corporation,
8464,0313CD63,siemens energy sector,
8465,031A714D,clark atlanta university,United States
8466,03242700,pima community college,United States
8467,03314635,areva,United States
8468,034A7FE9,sam ratulangi university,Indonesia
8469,0354A45A,intercept pharmaceuticals,United States
8470,035B4031,hanoi school of public health,Vietnam
8471,0364F2AD,percy fitzpatrick institute of african ornithology,
8472,037DE22E,institut polytechnique des sciences avancees,
8473,03886F6A,bryn athyn college,United States
8474,038BA460,shandong university of finance and economics,China
8475,039921AF,miyagi gakuin women s university,
8476,039AFDD5,magneti marelli,
8477,03A19AC4,naver corporation,
8478,03ABF3EC,westminster international university in tashkent,Uzbekistan
8479,03C1A3AD,stanford university school of medicine,United States
8480,03C6F77D,chongqing jiaotong university,China
8481,03E6BF61,los angeles pierce college,United States
8482,03EB9E5C,garrett evangelical theological seminary,
8483,03F1DFCD,antec,United States
8484,03FEF3A4,blinn college,United States
8485,0401F3E0,norwegian institute for urban and regional research,
8486,0405A809,australian wine research institute,Australia
8487,041D9F0A,near east university,Cyprus
8488,042CEDB0,cherepovets state university,Russia
8489,043F449C,astronomical institute of slovak academy of sciences,
8490,04480A71,thyssenkrupp,United Kingdom
8491,0464183D,rajamangala university of technology srivijaya,Thailand
8492,04708E0D,shandong agricultural university,China
8493,0476439C,lakeland community college,United States
8494,047DC0AC,black hills state university,United States
8495,04819577,military institute of science and technology,
8496,048449FA,federico santa maria technical university,
8497,0488DD9E,japan college of social work,Japan
8498,048B6825,saints cyril and methodius university of skopje,Macedonia
8499,04963D0F,maersk oil,
8500,049CEA93,nuclear power corporation of india,India
8501,04A60437,zynx health,
8502,04A8B975,geospatial research centre,France
8503,04CF07FE,cass business school,
8504,04DFD171,lyon lyon,
8505,04E318F7,norwegian institute for defence studies,
8506,04FFC6DF,london school of theology,United Kingdom
8507,051DC1C8,university of central florida college of optics and photonics,United States
8508,052B1896,nagoya university of arts and sciences,Japan
8509,0532005F,mips technologies,
8510,0542F2B1,federal university of sao paulo,Brazil
8511,0543929C,palomar college,United States
8512,054A9516,intuit,United States
8513,054F7E7A,central university of gujarat,India
8514,0553DC2A,shangqiu normal university,China
8515,056335DD,university of virginia school of law,United States
8516,056539B8,university of asia and the pacific,Philippines
8517,0588D737,social care institute for excellence,
8518,058D133F,emporia state university,United States
8519,05927A69,university of applied sciences kufstein,Austria
8520,05DAD416,china national petroleum corporation,China
8521,05DCD65A,delft university of technology,Netherlands
8522,05E12AC3,saint petersburg state institute of technology,
8523,05E86533,george washington university law school,United States
8524,05E9869C,nirmala college,
8525,060C03D3,american science and engineering inc,
8526,060D2EAC,statens serum institut,Denmark
8527,061738AB,columbia law school,United States
8528,06452A7D,novartis foundation for sustainable development,
8529,0651913C,sapporo gakuin university,Japan
8530,06533BDD,eotvos lorand university,
8531,06690E0F,vallourec,
8532,066B7DC3,roskilde university,Denmark
8533,066FAEA1,dalian ocean university,China
8534,06719A8C,thammasat university,Thailand
8535,0677F176,soitec,France
8536,067F5CC2,sunedison,Singapore
8537,0691ADF5,international centre for integrated mountain development,Nepal
8538,0694F869,performance technologies incorporated,
8539,069789FA,ikerbasque,Spain
8540,06CD7B7B,ncr corporation,
8541,06E7B9E3,kobe design university,Japan
8542,07061FD4,pantheon assas university,
8543,07139EB5,national petrochemical company,
8544,071E9392,papua new guinea university of technology,Papua New Guinea
8545,0723B89A,philips consumer lifestyle,
8546,072A1FF2,edinburgh college of art,United Kingdom
8547,072B38CE,altai state medical university,Russia
8548,0732F8E6,linacre college oxford,United Kingdom
8549,073A0591,international islamic university islamabad,
8550,0749A315,university of nebraska omaha,United States
8551,075F402F,edra,United States
8552,07672FD1,eurofins scientific,
8553,07715C5E,oklahoma wesleyan university,United States
8554,07727FB5,menzies research institute,
8555,07731F9A,fukuoka women s university,Japan
8556,07819582,parks canada,Canada
8557,07891B5A,european university of brittany,France
8558,079487C2,bankura sammilani medical college,India
8559,0797F3F4,washington college of law,United States
8560,079EFB5B,yogyakarta state university,Indonesia
8561,07A78A5B,central salt and marine chemicals research institute,India
8562,07BC3810,semiconductor research corporation,United States
8563,07BFEFC0,dinabandhu andrews college,
8564,07C27B6F,sacred heart university,United States
8565,07E37F87,gobardanga hindu college,
8566,07E71ACD,zhongyuan university of technology,China
8567,07EA640B,southeastern university,United States
8568,0804C873,taiwan livestock research institute,Taiwan
8569,0828B0ED,arctic institute of north america,
8570,083DCED8,university of missouri school of law,United States
8571,0842CE18,stockholm resilience centre,France
8572,08495949,guangdong university of technology,China
8573,084F98DB,walchand institute of technology,
8574,0868A022,vancouver coastal health,Canada
8575,08726297,artesis hogeschool antwerpen,
8576,08733592,university of pittsburgh school of pharmacy,
8577,087BF28D,universidade de taubate,
8578,089E3EAE,faurecia,United States
8579,08AC9428,european business school london,United Kingdom
8580,08C77386,public health research institute,
8581,08CC3714,centre de recherches mathematiques,France
8582,08E10DFB,toyota motor engineering manufacturing north america,Nigeria
8583,08F8A855,sant gadge baba amravati university,India
8584,09011F8C,hy line international,
8585,094E946B,harbin medical university,China
8586,09589CD3,eastern virginia medical school,United States
8587,0963E545,royal horticultural society,
8588,0975DCF4,arista networks,
8589,097612E5,faculty of medicine university of manitoba,Canada
8590,097B1659,florida power light,United States
8591,097D2AFD,datamonitor,
8592,09906B06,illinois valley community college,United States
8593,09A0B28D,hoganas ab,
8594,09ABB8D4,rajaram college,
8595,09AC579A,all india council for technical education,India
8596,09C87BEF,smith nephew,
8597,09D19BFE,institut national des sciences appliquees,
8598,0A0B1ABA,american speech language hearing association,United States
8599,0A13D24B,cancer research institute,United States
8600,0A1CBCE6,university of arkansas at monticello,United States
8601,0A269631,dubai municipality,
8602,0A396B63,joint institute for marine and atmospheric research,
8603,0A48817D,iop publishing,
8604,0A5383E9,future institute of engineering and management,
8605,0A86B91F,khalifa university,United Arab Emirates
8606,0A883439,anglian water,United Kingdom
8607,0A929B8E,fieldbus foundation,
8608,0A9993DB,transport research institute,Sweden
8609,0A99AFB5,advantest,Singapore
8610,0A9A2B22,steptoe johnson,
8611,0AAC8FA4,institute for cognitive science studies,Iran
8612,0AAD1BAF,impax laboratories,
8613,0ACD6EA5,aes corporation,
8614,0ACDB7AA,northeastern university college of computer and information science,United States
8615,0AD8315A,southern california university of health sciences,United States
8616,0AD8576C,saint francis university,United States
8617,0AE2EC96,ohio state university agricultural technical institute,United States
8618,0AEFEEF6,portuguese air force academy,Portugal
8619,0AF1FC3C,slovak telekom,
8620,0AF9C0AE,moscow state institute of international relations,Russia
8621,0B10037D,fei company,United States
8622,0B104766,kenya institute for public policy research and analysis,Kenya
8623,0B19E6A7,university of lucknow,India
8624,0B20B775,evergreen solar,
8625,0B213C92,notre dame college,United States
8626,0B40411E,national university of ireland galway,Ireland
8627,0B406B6F,iqra university,Pakistan
8628,0B450E81,national university of mar del plata,Argentina
8629,0B52E357,oral roberts university,United States
8630,0B64B4A5,ferris state university,United States
8631,0B680185,hamdard university,Pakistan
8632,0B6E1F4C,ocean nutrition canada,Canada
8633,0B7A3DE6,mathematical association of america,United States
8634,0B7FD904,autonomous university of bucaramanga,Colombia
8635,0B996E73,shiraz university of medical sciences,Iran
8636,0BC29C24,padmasri dr b v raju institute of technology,
8637,0BCB37E4,korea maritime and ocean university,South Korea
8638,0BF7926B,seva foundation,
8639,0C05643F,univel,
8640,0C19A0A2,st thomas college of engineering and technology,
8641,0C1D2B23,rhodes university,South Africa
8642,0C20132C,metropolitan university college,Malaysia
8643,0C209961,caisse de depot et placement du quebec,Canada
8644,0C2C9DD2,university of california irvine,United States
8645,0C3855DF,institute for technology assessment and systems analysis itas,
8646,0C5CA969,utsunomiya university,Japan
8647,0CA133CF,state university of para,Brazil
8648,0CBB65C4,conservatoire du littoral,
8649,0D58BCBA,hormel,United States
8650,0D64A52A,sunovion,United States
8651,0D9C8DD6,nagano college of nursing,Japan
8652,0DA13EC5,thangal kunju musaliar college of engineering kollam,
8653,0DC1846E,gaffney cline associates,
8654,0DD1B70C,universidad de bogota jorge tadeo lozano,
8655,0DF4E8F7,escuela libre de derecho,Costa Rica
8656,0E149E5C,karakoram international university,Pakistan
8657,0F175863,deenbandhu chhotu ram university of science and technology,India
8658,0F1F04F1,genesis health system,United States
8659,0F538B42,twin disc,
8660,10E23FAA,universidad catolica de valencia san vicente martir,Spain
8661,11BDFF55,kohler company,
8662,11C7DF81,aribas,France
8663,1333CE27,marian university college of osteopathic medicine,
8664,13587201,petrobras distribuidora,
8665,1439DD79,herbert smith freehills,
8666,14514306,baba farid university of health sciences,India
8667,14787C27,ontario police college,Canada
8668,14B91B52,missouri baptist university,United States
8669,1E1C3E4D,snf floerger,
8670,332CE89F,vivo,United States
8671,336B4948,xiaomi,China
8672,337E7F47,hsh nordbank,
8673,338205CE,university of silesia in katowice,
8674,338408F8,new york studio school of drawing painting and sculpture,United States
8675,33916503,george washington university virginia campus,United States
8676,33BD3D2C,april,
8677,33CCC765,drug abuse resistance education,
8678,33E22295,rolf c hagen group,
8679,34066761,scarritt college for christian workers,
8680,340818D0,university of winnipeg,Canada
8681,3478C922,exelis inc,
8682,3482C7EE,credit acceptance corporation,
8683,3495155C,united world colleges,
8684,349BD26C,ras al khaimah medical and health sciences university,
8685,34B4428B,hollyfrontier,United States
8686,34CE9814,dole food company,
8687,350EDCEB,volkswagen motorsport,
8688,351D772E,department of neurology xuanwu hospital,
8689,3526DF54,society for personality and social psychology,United States
8690,35710F9E,national federation of republican assemblies,
8691,3587BC7E,ghana technology university college,Ghana
8692,35D46779,u s bancorp,
8693,3699EEC1,seiu united healthcare workers west,
8694,36B95DEE,ge power conversion,
8695,36D57525,bayero university kano,Nigeria
8696,36F21AD1,granite construction,
8697,3733BE33,marist college,United States
8698,375543CD,semnan university,Iran
8699,378257A1,dhemaji college,
8700,379E06C7,health initiative of the americas,
8701,4C795F3A,foundation for advancement of international medical education and research,United States
8702,4C7A9DB6,pearson education,
8703,4C95388D,tropical forest research institute,India
8704,4C9B9D24,ministry of supply,
8705,4CAD757B,american foundation for suicide prevention,United States
8706,4CB748F4,trans canada air lines,Canada
8707,4CCD8A9B,international society for industrial ecology,
8708,4CD17B33,gen probe incorporated,
8709,4CDC342F,women children s hospital of buffalo,
8710,4CE037FF,royal society,United Kingdom
8711,4CE6428E,united states commodity futures trading commission,United States
8712,4CF311FA,the mill,
8713,4CF40BE2,american board of medical specialties,United States
8714,4CF4DCCD,petroleum safety authority norway,Norway
8715,4CFA0426,esan university,Peru
8716,4D190ED6,geisinger medical center,United States
8717,4D3EC8D7,jasco applied sciences,
8718,4D40A056,naval medical center san diego,United States
8719,4D448223,foundation for endangered languages,
8720,4D50973C,space telescope science institute,United States
8721,4D53B8C7,thai red cross society,Thailand
8722,4D55D69D,hunterdon medical center,United States
8723,4D5FE200,center for climate and energy solutions,Peru
8724,4D61B7FA,oceanic platform of the canary islands,Spain
8725,4D6AEF75,university hospital of north norway,Norway
8726,4D75A48A,creedmoor psychiatric center,
8727,4DAFDF62,international telecommunication union,Switzerland
8728,4DCC621E,institut francais du proche orient,
8729,4DD356D7,bacha khan university,Pakistan
8730,4DE127BC,science and technology policy institute,South Korea
8731,4DE8F38F,canadian department of foreign affairs and international trade,
8732,4E1532B7,royal statistical society,
8733,4E1B96A2,national center for public policy research,
8734,4E25C91E,academia sinica institute of astronomy and astrophysics,Taiwan
8735,4E50F948,mse,United States
8736,4E5C2040,ministry of construction,
8737,4E6630F6,at t information systems,
8738,4E73C45D,gyumri state pedagogical institute,
8739,4E7D722C,munson medical center,United States
8740,4E831F37,vermont department of corrections,United States
8741,4E9EA1BB,ashmolean museum,
8742,4EA84D74,connecticut department of children and families,United States
8743,4F19DD64,office for national statistics,United Kingdom
8744,4F31E792,faculty of engineering aristotle university of thessaloniki,
8745,4F3C08D6,mitsuba corporation,
8746,4F417401,american law institute,
8747,4F5C7912,new york city department of probation,United States
8748,4F824C55,florida department of health,United States
8749,4F86B1FD,national agency of petroleum natural gas and biofuels,
8750,4F9B5176,florida institute for human and machine cognition,United States
8751,4FA9CA45,m a m college of engineering,
8752,4FE228CC,bangalore development authority,
8753,4FEE81E2,educational testing service,United States
8754,501538CE,texas department of state health services,United States
8755,501B37B5,pavel sukhoi state technical university of gomel,Belarus
8756,501BD8B6,institute of noetic sciences,United States
8757,0002E627,university of veterinary medicine hanover,Germany
8758,0018E7B6,konrad lorenz institute for evolution and cognition research,
8759,00190CED,toccoa falls college,United States
8760,00195CEF,university of puerto rico rio piedras,Puerto Rico
8761,00243975,max planck institute for software systems,Germany
8762,00287E0C,chittagong medical college hospital,
8763,002DD3E4,bursa orhangazi university,Turkey
8764,00393936,management systems international,
8765,003FC56D,park university,United States
8766,004A781B,g m institute of technology,
8767,00518ABF,guilin university of electronic technology,China
8768,005237C4,university of rochester,United States
8769,00744144,borregaard,United Kingdom
8770,0076BA2D,royal college of general practitioners,United Kingdom
8771,00788CF7,nss college of engineering,
8772,00849FD8,kpmg,United States
8773,00A65A75,james i university,
8774,00A70AF8,south african medical research council,South Africa
8775,00B54721,national institute of technology karnataka,India
8776,00BC8D07,telecom paristech,
8777,00BD1C81,huaihua university,China
8778,00CA276F,sendai university,Japan
8779,00CF206A,pratt institute school of information and library science,
8780,00E63DD0,china aerospace science and industry corporation,China
8781,00EE895F,hindustan aeronautics limited,India
8782,0108AC96,regenesis,
8783,010ECF1A,beijing university of chinese medicine,China
8784,012C55BA,ids scheer,Czech Republic
8785,0140DF71,eulji university,South Korea
8786,0142E1E3,ansys,United States
8787,01442BD9,trevecca nazarene university,United States
8788,0149E79A,toyo engineering corporation,Nigeria
8789,0151A0E8,virginia theological seminary,United States
8790,016D0C5B,university of exeter,United Kingdom
8791,0179B269,california northstate university college of pharmacy,United States
8792,017E189A,georgia regents university,Georgia
8793,018AC06B,international osteoporosis foundation,
8794,018E2322,stellenbosch university,South Africa
8795,0194318D,louisiana state university in shreveport,United States
8796,019BFCB5,university of the free state,South Africa
8797,01A3261F,pforzheim university of applied sciences,Germany
8798,01A38905,korea research foundation,
8799,01AE74A8,kakatiya university,India
8800,01CE6B8C,inderprastha engineering college,
8801,01D3F2C0,brescia university,United States
8802,01D5887E,istituto italiano di tecnologia,
8803,01E0BC91,world gold council,
8804,01E9EEC3,kirby institute,
8805,021330BB,fukuoka international university,Japan
8806,02272B9E,institute of african studies,
8807,02361266,international tennis federation,
8808,024B869F,cambridge technology partners,United Kingdom
8809,02512B58,putnam investments,
8810,0254BD75,vector group ltd,
8811,027F9F9F,sinclair community college,United States
8812,028116F0,sardar vallabhbhai national institute of technology surat,India
8813,028AE158,waltham centre for pet nutrition,France
8814,0295FEE5,scottish economic society,
8815,02A63E9F,dr mahalingam college of engineering and technology,
8816,02CFE29C,acropolis institute of technology research,
8817,02DB815A,curry college,United States
8818,030A0D92,stanford institute for theoretical physics,
8819,031084D6,american association of tissue banks,
8820,03132B92,mauna kea technologies,United States
8821,031E39FA,university of texas school of law,United States
8822,032CF0EC,marymount university,United States
8823,03322FEA,arab american university of jenin,
8824,033A82B7,university of the incarnate word,United States
8825,03419D2D,university of pittsburgh school of education,
8826,0347A791,netherlands institute for advanced study,Netherlands
8827,03569BD4,keele university,United Kingdom
8828,035BC285,bell howell,
8829,035CA941,indian institute of technology bhu varanasi,India
8830,0368F6B2,european centre for disease prevention and control,Sweden
8831,03703275,power and water university of technology,Iran
8832,037DA69D,ramananda college,
8833,038897E2,roskamp institute,United States
8834,0388C07E,st joseph s healthcare hamilton,
8835,03A796A6,american federation of labor,United States
8836,03A8769C,pa consulting group,United Kingdom
8837,03B73C02,desautels faculty of management,
8838,03BCD7BF,university of virginia school of medicine,United States
8839,03C3470C,qingdao technical college,
8840,03D08C23,asu school of sustainability,
8841,03D8B063,qazvin university of medical sciences,Iran
8842,03DAE012,shitennoji university,Japan
8843,03EB2355,dickinson state university,United States
8844,03F5D0EA,the international university of kagoshima,
8845,03F80F08,janta vedic college,
8846,04036F80,central texas college,United States
8847,04426981,bird bird,
8848,0444350F,wind river systems,
8849,0459A22C,institute of astronomy cambridge,United Kingdom
8850,0486FB76,henan normal university,China
8851,0499F844,national taiwan sport university,Taiwan
8852,04B0C928,johns manville,
8853,04B280B4,university of camaguey,
8854,04C0D558,iwaki meisei university,Japan
8855,04C1F970,hooghly mohsin college,
8856,04CE41DE,xinxiang medical university,China
8857,04D32B34,msu graduate school of business administration,
8858,0512F565,szczecin university of technology,
8859,0516DE25,heidelberg university,Germany
8860,05199A63,bangladesh university of textiles,Bangladesh
8861,052C5F84,east tennessee state university james h quillen college of medicine,United States
8862,052E07A4,japan highway public corporation,Japan
8863,05304067,wellcome trust,United Kingdom
8864,053BB6B8,howard payne university,United States
8865,054F88AD,tokushima bunri university,Japan
8866,05567D2B,new jersey city university,United States
8867,056864A2,zhejiang university of finance and economics,China
8868,05717999,jackson school of geosciences,
8869,05779651,chicago college of osteopathic medicine,United States
8870,057B1013,cheng shiu university,Taiwan
8871,057FE314,research institute for advanced studies,
8872,05ACF169,university of lapland,Finland
8873,05B1BC87,australian computer society,Australia
8874,05C1B4C4,comillas pontifical university,Spain
8875,05C44415,cambridge theological federation,United Kingdom
8876,05D2113E,coady international institute,
8877,05F131D4,kamineni institute of dental sciences,India
8878,05FA22FE,villanova university school of law,
